id,group,transaction_id,transaction_type,recipient_name,recipient_email,amount,currency,fuel_type,quantity_liters,truck_number,truck_id,departure_date,arrival_date,storage_location,contract_ref,notes,created_at,metadata,transaction_amount,transaction_currency,transaction_date
35,Group B,BPCL-TXN-1000010,outgoing,Ramesh Khosla,ramesh.khosla@bpcl.co.in,416078.81,INR,LDO,15694,TRK2124,TID919182,2025-03-25,,TankFarm-1,CNTR-20508,Weather delay,2025-01-26T00:39:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 15694, ""truck_count"": 1, ""contract_ref"": ""CNTR-20508"", ""storage_location"": ""TankFarm-1""}",25133.7,INR,2025-01-26T00:39:00
37,Group A,BPCL-TXN-1000011,outgoing,Sahil Rao,sahil.rao@bpcl.co.in,641462.6,INR,Naphtha,8933,TRK1672,TID464069,2025-03-10,,TankFarm-7,CNTR-26071,Requires escort,2025-03-06T20:21:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 8933, ""truck_count"": 1, ""contract_ref"": ""CNTR-26071"", ""storage_location"": ""TankFarm-7""}",25147.07,INR,2025-03-06T20:21:00
39,Group C,BPCL-TXN-1000012,outgoing,Vikram Singh,vikram.singh@bpcl.co.in,201800.99,INR,ATF,38345,TRK7209,TID452737,2025-01-04,,TankFarm-8,CNTR-25325,Customs hold,2025-03-04T06:22:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 38345, ""truck_count"": 1, ""contract_ref"": ""CNTR-25325"", ""storage_location"": ""TankFarm-8""}",25160.44,INR,2025-03-04T06:22:00
40,Group A,BPCL-TXN-1000013,outgoing,Vikram Bansal,vikram.bansal@bpcl.co.in,533358.22,INR,LDO,37424,TRK1166,TID641722,2025-01-25,,TankFarm-2,CNTR-23954,Quality check required,2025-03-04T17:48:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 37424, ""truck_count"": 1, ""contract_ref"": ""CNTR-23954"", ""storage_location"": ""TankFarm-2""}",25173.81,INR,2025-03-04T17:48:00
42,Group C,BPCL-TXN-1000014,outgoing,Sahil Singh,sahil.singh@bpcl.co.in,221414.41,INR,LDO,16108,TRK2976,TID856321,2025-01-25,,TankFarm-6,CNTR-21958,Documentation pending,2025-03-30T05:12:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 16108, ""truck_count"": 1, ""contract_ref"": ""CNTR-21958"", ""storage_location"": ""TankFarm-6""}",25187.18,INR,2025-03-30T05:12:00
44,Group B,BPCL-TXN-1000015,outgoing,Pooja Singh,pooja.singh@bpcl.co.in,99376.04,INR,MS,38621,TRK5658,TID592198,2025-03-03,,TankFarm-8,CNTR-25582,Customs hold,2025-01-07T08:55:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 38621, ""truck_count"": 1, ""contract_ref"": ""CNTR-25582"", ""storage_location"": ""TankFarm-8""}",25200.55,INR,2025-01-07T08:55:00
46,Group A,BPCL-TXN-1000016,outgoing,Ajay Bansal,ajay.bansal@bpcl.co.in,742772.66,INR,LDO,38265,TRK1986,TID739244,2025-01-13,,TankFarm-4,CNTR-23457,Priority consignment,2025-03-26T02:10:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 38265, ""truck_count"": 1, ""contract_ref"": ""CNTR-23457"", ""storage_location"": ""TankFarm-4""}",25213.92,INR,2025-03-26T02:10:00
48,Group C,BPCL-TXN-1000017,outgoing,Neha Patel,neha.patel@bpcl.co.in,419807.72,INR,HSD,18408,TRK3330,TID174878,2025-01-08,,TankFarm-3,CNTR-25039,Priority consignment,2025-02-26T03:29:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 18408, ""truck_count"": 1, ""contract_ref"": ""CNTR-25039"", ""storage_location"": ""TankFarm-3""}",25227.29,INR,2025-02-26T03:29:00
49,Group A,BPCL-TXN-1000018,outgoing,Vikram Nair,vikram.nair@bpcl.co.in,416486.63,INR,ATF,6271,TRK1653,TID553014,2025-02-11,,TankFarm-10,CNTR-24102,Standard operation,2025-01-12T07:43:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 6271, ""truck_count"": 1, ""contract_ref"": ""CNTR-24102"", ""storage_location"": ""TankFarm-10""}",25240.66,INR,2025-01-12T07:43:00
50,Group B,BPCL-TXN-1000019,outgoing,Meera Gupta,meera.gupta@bpcl.co.in,620530.4,INR,Naphtha,3636,TRK3870,TID593355,2025-03-08,,TankFarm-11,CNTR-27245,Priority consignment,2025-01-24T18:27:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 3636, ""truck_count"": 1, ""contract_ref"": ""CNTR-27245"", ""storage_location"": ""TankFarm-11""}",25254.03,INR,2025-01-24T18:27:00
51,Group C,BPCL-TXN-1000020,outgoing,Priya Singh,priya.singh@bpcl.co.in,277271.77,INR,LDO,22040,TRK2713,TID999398,2025-01-21,,TankFarm-6,CNTR-26744,Temperature sensitive,2025-02-06T21:25:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 22040, ""truck_count"": 1, ""contract_ref"": ""CNTR-26744"", ""storage_location"": ""TankFarm-6""}",25267.4,INR,2025-02-06T21:25:00
52,Group A,BPCL-TXN-1000021,outgoing,Rahul Patel,rahul.patel@bpcl.co.in,253024.94,INR,LDO,8597,TRK7622,TID639593,2025-01-01,,TankFarm-11,CNTR-28889,Temperature sensitive,2025-02-22T01:12:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 8597, ""truck_count"": 1, ""contract_ref"": ""CNTR-28889"", ""storage_location"": ""TankFarm-11""}",25280.77,INR,2025-02-22T01:12:00
55,Group A,BPCL-TXN-1000022,outgoing,Vikram Sharma,vikram.sharma@bpcl.co.in,230058.26,INR,LDO,39465,TRK9022,TID255813,2025-02-27,,TankFarm-9,CNTR-27935,Gate pass pending,2025-02-12T17:48:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 39465, ""truck_count"": 1, ""contract_ref"": ""CNTR-27935"", ""storage_location"": ""TankFarm-9""}",25294.14,INR,2025-02-12T17:48:00
57,Group C,BPCL-TXN-1000023,outgoing,Ajay Patel,ajay.patel@bpcl.co.in,658788.02,INR,ATF,7534,TRK9617,TID579123,2025-01-02,,TankFarm-12,CNTR-22361,Quality check required,2025-03-25T04:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 7534, ""truck_count"": 1, ""contract_ref"": ""CNTR-22361"", ""storage_location"": ""TankFarm-12""}",25307.51,INR,2025-03-25T04:04:00
59,Group B,BPCL-TXN-1000024,outgoing,Amit Khosla,amit.khosla@bpcl.co.in,242112.91,INR,MS,4014,TRK6314,TID934816,2025-01-08,,TankFarm-5,CNTR-25873,Gate pass pending,2025-02-25T04:15:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 4014, ""truck_count"": 1, ""contract_ref"": ""CNTR-25873"", ""storage_location"": ""TankFarm-5""}",25320.88,INR,2025-02-25T04:15:00
61,Group A,BPCL-TXN-1000025,outgoing,Pooja Jain,pooja.jain@bpcl.co.in,525477.3,INR,ATF,20799,TRK4263,TID503380,2025-03-03,,TankFarm-2,CNTR-23886,Quality check required,2025-03-15T11:36:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 20799, ""truck_count"": 1, ""contract_ref"": ""CNTR-23886"", ""storage_location"": ""TankFarm-2""}",25334.25,INR,2025-03-15T11:36:00
64,Group A,BPCL-TXN-1000026,outgoing,Meera Rao,meera.rao@bpcl.co.in,566255.53,INR,LDO,8547,TRK8673,TID178957,2025-01-19,,TankFarm-4,CNTR-26511,Documentation pending,2025-02-16T02:50:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 8547, ""truck_count"": 1, ""contract_ref"": ""CNTR-26511"", ""storage_location"": ""TankFarm-4""}",25347.62,INR,2025-02-16T02:50:00
67,Group A,BPCL-TXN-1000027,outgoing,Anil Khosla,anil.khosla@bpcl.co.in,551784.38,INR,ATF,7489,TRK9017,TID745558,2025-02-22,,TankFarm-5,CNTR-20536,Gate pass pending,2025-01-28T14:28:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 7489, ""truck_count"": 1, ""contract_ref"": ""CNTR-20536"", ""storage_location"": ""TankFarm-5""}",25360.99,INR,2025-01-28T14:28:00
68,Group B,BPCL-TXN-1000028,outgoing,Priya Gupta,priya.gupta@bpcl.co.in,291317.84,INR,LDO,4968,TRK7523,TID389282,2025-01-25,,TankFarm-2,CNTR-27450,Requires escort,2025-03-26T06:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 4968, ""truck_count"": 1, ""contract_ref"": ""CNTR-27450"", ""storage_location"": ""TankFarm-2""}",25374.36,INR,2025-03-26T06:41:00
69,Group C,BPCL-TXN-1000029,outgoing,Ramesh Verma,ramesh.verma@bpcl.co.in,201587.45,INR,HSD,38000,TRK4362,TID171942,2025-03-12,,TankFarm-4,CNTR-29607,Weather delay,2025-01-30T10:49:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 38000, ""truck_count"": 1, ""contract_ref"": ""CNTR-29607"", ""storage_location"": ""TankFarm-4""}",25387.73,INR,2025-01-30T10:49:00
73,Group A,BPCL-TXN-1000030,outgoing,Meera Khosla,meera.khosla@bpcl.co.in,107950.2,INR,Naphtha,15091,TRK8046,TID573489,2025-01-30,,TankFarm-7,CNTR-25553,Temperature sensitive,2025-02-21T13:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 15091, ""truck_count"": 1, ""contract_ref"": ""CNTR-25553"", ""storage_location"": ""TankFarm-7""}",25401.1,INR,2025-02-21T13:46:00
76,Group A,BPCL-TXN-1000031,outgoing,Meera Rao,meera.rao@bpcl.co.in,441222.5,INR,ATF,37763,TRK1430,TID738577,2025-03-26,,TankFarm-12,CNTR-24381,Standard operation,2025-01-24T08:44:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 37763, ""truck_count"": 1, ""contract_ref"": ""CNTR-24381"", ""storage_location"": ""TankFarm-12""}",25414.47,INR,2025-01-24T08:44:00
77,Group B,BPCL-TXN-1000032,outgoing,Ketan Sharma,ketan.sharma@bpcl.co.in,156519.03,INR,HSD,38114,TRK7566,TID172965,2025-01-19,,TankFarm-12,CNTR-20502,Requires escort,2025-03-09T06:24:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 38114, ""truck_count"": 1, ""contract_ref"": ""CNTR-20502"", ""storage_location"": ""TankFarm-12""}",25427.84,INR,2025-03-09T06:24:00
79,Group A,BPCL-TXN-1000033,outgoing,Ketan Jain,ketan.jain@bpcl.co.in,105395.08,INR,Naphtha,32891,TRK9633,TID799539,2025-02-09,,TankFarm-1,CNTR-23612,Quality check required,2025-03-18T01:00:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 32891, ""truck_count"": 1, ""contract_ref"": ""CNTR-23612"", ""storage_location"": ""TankFarm-1""}",25441.21,INR,2025-03-18T01:00:00
84,Group C,BPCL-TXN-1000034,outgoing,Rahul Bansal,rahul.bansal@bpcl.co.in,575910.93,INR,ATF,37994,TRK6295,TID757685,2025-02-10,,TankFarm-3,CNTR-27205,Requires escort,2025-03-02T14:40:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 37994, ""truck_count"": 1, ""contract_ref"": ""CNTR-27205"", ""storage_location"": ""TankFarm-3""}",25454.58,INR,2025-03-02T14:40:00
86,Group B,BPCL-TXN-1000035,outgoing,Rahul Bansal,rahul.bansal@bpcl.co.in,497582.15,INR,LDO,32170,TRK9214,TID258189,2025-01-08,,TankFarm-8,CNTR-21695,Gate pass pending,2025-01-11T16:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 32170, ""truck_count"": 1, ""contract_ref"": ""CNTR-21695"", ""storage_location"": ""TankFarm-8""}",25467.95,INR,2025-01-11T16:41:00
88,Group A,BPCL-TXN-1000036,outgoing,Vikram Khosla,vikram.khosla@bpcl.co.in,642385.54,INR,Naphtha,10854,TRK6461,TID185461,2025-03-16,,TankFarm-11,CNTR-22317,Gate pass pending,2025-02-09T20:44:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 10854, ""truck_count"": 1, ""contract_ref"": ""CNTR-22317"", ""storage_location"": ""TankFarm-11""}",25481.32,INR,2025-02-09T20:44:00
89,Group B,BPCL-TXN-1000037,outgoing,Anil Khosla,anil.khosla@bpcl.co.in,705051.59,INR,LDO,37629,TRK7171,TID774751,2025-02-12,,TankFarm-3,CNTR-28624,Requires escort,2025-03-24T21:27:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 37629, ""truck_count"": 1, ""contract_ref"": ""CNTR-28624"", ""storage_location"": ""TankFarm-3""}",25494.69,INR,2025-03-24T21:27:00
91,Group A,BPCL-TXN-1000038,outgoing,Anil Jain,anil.jain@bpcl.co.in,136833.25,INR,HSD,11848,TRK8170,TID145814,2025-02-22,,TankFarm-6,CNTR-23891,Temperature sensitive,2025-03-20T09:48:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 11848, ""truck_count"": 1, ""contract_ref"": ""CNTR-23891"", ""storage_location"": ""TankFarm-6""}",25508.06,INR,2025-03-20T09:48:00
92,Group B,BPCL-TXN-1000039,outgoing,Sunita Nair,sunita.nair@bpcl.co.in,198397.16,INR,ATF,13715,TRK7026,TID811256,2025-03-15,,TankFarm-8,CNTR-27564,Priority consignment,2025-02-18T16:33:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 13715, ""truck_count"": 1, ""contract_ref"": ""CNTR-27564"", ""storage_location"": ""TankFarm-8""}",25521.43,INR,2025-02-18T16:33:00
98,Group B,BPCL-TXN-1000040,outgoing,Meera Nair,meera.nair@bpcl.co.in,426760.17,INR,ATF,31810,TRK1713,TID766549,2025-02-19,,TankFarm-6,CNTR-24155,Standard operation,2025-02-15T02:22:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 31810, ""truck_count"": 1, ""contract_ref"": ""CNTR-24155"", ""storage_location"": ""TankFarm-6""}",25534.8,INR,2025-02-15T02:22:00
101,Group B,BPCL-TXN-1000041,outgoing,Ketan Sharma,ketan.sharma@bpcl.co.in,652703.75,INR,LDO,18905,TRK3039,TID938171,2025-02-17,,TankFarm-7,CNTR-26553,Temperature sensitive,2025-02-19T10:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 18905, ""truck_count"": 1, ""contract_ref"": ""CNTR-26553"", ""storage_location"": ""TankFarm-7""}",25548.17,INR,2025-02-19T10:11:00
103,Group A,BPCL-TXN-1000042,outgoing,Rahul Bansal,rahul.bansal@bpcl.co.in,545305.61,INR,HSD,30091,TRK6759,TID568849,2025-01-06,,TankFarm-12,CNTR-25776,Quality check required,2025-02-05T20:50:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 30091, ""truck_count"": 1, ""contract_ref"": ""CNTR-25776"", ""storage_location"": ""TankFarm-12""}",25561.54,INR,2025-02-05T20:50:00
104,Group B,BPCL-TXN-1000043,outgoing,Pooja Gupta,pooja.gupta@bpcl.co.in,319502.42,INR,Naphtha,11484,TRK1510,TID249715,2025-03-19,,TankFarm-11,CNTR-27179,Standard operation,2025-01-17T02:15:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 11484, ""truck_count"": 1, ""contract_ref"": ""CNTR-27179"", ""storage_location"": ""TankFarm-11""}",25574.91,INR,2025-01-17T02:15:00
105,Group C,BPCL-TXN-1000044,outgoing,Ketan Jain,ketan.jain@bpcl.co.in,713363.66,INR,MS,11055,TRK8371,TID488984,2025-02-17,,TankFarm-8,CNTR-21259,Customs hold,2025-03-09T11:25:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 11055, ""truck_count"": 1, ""contract_ref"": ""CNTR-21259"", ""storage_location"": ""TankFarm-8""}",25588.28,INR,2025-03-09T11:25:00
107,Group B,BPCL-TXN-1000045,outgoing,Meera Gupta,meera.gupta@bpcl.co.in,726481.9,INR,LDO,23768,TRK2063,TID676713,2025-03-11,,TankFarm-5,CNTR-24914,Customs hold,2025-04-01T22:40:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 23768, ""truck_count"": 1, ""contract_ref"": ""CNTR-24914"", ""storage_location"": ""TankFarm-5""}",25601.65,INR,2025-04-01T22:40:00
110,Group B,BPCL-TXN-1000046,outgoing,Ajay Patel,ajay.patel@bpcl.co.in,400624.05,INR,LDO,11790,TRK3653,TID438334,2025-04-01,,TankFarm-4,CNTR-25669,Documentation pending,2025-02-06T02:16:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 11790, ""truck_count"": 1, ""contract_ref"": ""CNTR-25669"", ""storage_location"": ""TankFarm-4""}",25615.02,INR,2025-02-06T02:16:00
114,Group C,BPCL-TXN-1000047,outgoing,Ajay Mehta,ajay.mehta@bpcl.co.in,614771.44,INR,Naphtha,21494,TRK4110,TID900190,2025-01-21,,TankFarm-8,CNTR-28433,Temperature sensitive,2025-03-05T09:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 21494, ""truck_count"": 1, ""contract_ref"": ""CNTR-28433"", ""storage_location"": ""TankFarm-8""}",25628.39,INR,2025-03-05T09:31:00
119,Group B,BPCL-TXN-1000048,outgoing,Rahul Khosla,rahul.khosla@bpcl.co.in,433120.09,INR,ATF,2090,TRK7035,TID447329,2025-03-28,,TankFarm-2,CNTR-26824,Priority consignment,2025-03-30T20:01:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 2090, ""truck_count"": 1, ""contract_ref"": ""CNTR-26824"", ""storage_location"": ""TankFarm-2""}",25641.76,INR,2025-03-30T20:01:00
120,Group C,BPCL-TXN-1000049,outgoing,Pooja Bansal,pooja.bansal@bpcl.co.in,443784.94,INR,MS,39241,TRK8871,TID278794,2025-03-09,,TankFarm-11,CNTR-26229,Customs hold,2025-03-29T07:02:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 39241, ""truck_count"": 1, ""contract_ref"": ""CNTR-26229"", ""storage_location"": ""TankFarm-11""}",25655.13,INR,2025-03-29T07:02:00
121,Group A,BPCL-TXN-1000050,outgoing,Sunita Sharma,sunita.sharma@bpcl.co.in,344752.96,INR,ATF,10924,TRK7765,TID824042,2025-01-27,,TankFarm-7,CNTR-28221,Temperature sensitive,2025-01-08T22:08:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 10924, ""truck_count"": 1, ""contract_ref"": ""CNTR-28221"", ""storage_location"": ""TankFarm-7""}",25668.5,INR,2025-01-08T22:08:00
123,Group C,BPCL-TXN-1000051,outgoing,Vikram Rao,vikram.rao@bpcl.co.in,536053.18,INR,ATF,21777,TRK8861,TID465746,2025-03-13,,TankFarm-12,CNTR-24480,Priority consignment,2025-01-16T18:43:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 21777, ""truck_count"": 1, ""contract_ref"": ""CNTR-24480"", ""storage_location"": ""TankFarm-12""}",25681.87,INR,2025-01-16T18:43:00
125,Group B,BPCL-TXN-1000052,outgoing,Kavita Nair,kavita.nair@bpcl.co.in,529724.19,INR,HSD,8158,TRK4920,TID354235,2025-01-07,,TankFarm-11,CNTR-28700,Weather delay,2025-03-23T07:03:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 8158, ""truck_count"": 1, ""contract_ref"": ""CNTR-28700"", ""storage_location"": ""TankFarm-11""}",25695.24,INR,2025-03-23T07:03:00
127,Group A,BPCL-TXN-1000053,outgoing,Kavita Mehta,kavita.mehta@bpcl.co.in,327966.61,INR,HSD,3381,TRK7504,TID926236,2025-03-05,,TankFarm-3,CNTR-24742,Standard operation,2025-01-02T09:36:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 3381, ""truck_count"": 1, ""contract_ref"": ""CNTR-24742"", ""storage_location"": ""TankFarm-3""}",25708.61,INR,2025-01-02T09:36:00
